"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 10 18:06:57 GMT 2024","Sat Aug 10 18:06:57 GMT 2024","179","heatwave","Admin","Auth","","","Login-incorrect password",""
"failed","Sat Aug 10 18:06:58 GMT 2024","Sat Aug 10 18:06:58 GMT 2024","67","heatwave","Admin","Categories","","","Categories",""
"failed","Sat Aug 10 18:06:58 GMT 2024","Sat Aug 10 18:06:58 GMT 2024","65","heatwave","Admin","Categories","","","Categories-Existing category",""
"passed","Sat Aug 10 18:06:56 GMT 2024","Sat Aug 10 18:06:56 GMT 2024","96","heatwave","Admin","Auth","","","SignUp-Existing Phone no",""
"failed","Sat Aug 10 18:07:02 GMT 2024","Sat Aug 10 18:07:02 GMT 2024","63","heatwave","Customer","Orders","","","Orders by ID",""
"passed","Sat Aug 10 18:06:59 GMT 2024","Sat Aug 10 18:06:59 GMT 2024","199","heatwave","Customer","Auth","","","SignUp",""
"passed","Sat Aug 10 18:07:00 GMT 2024","Sat Aug 10 18:07:00 GMT 2024","85","heatwave","Customer","Auth","","","SignUp-Existing email",""
"passed","Sat Aug 10 18:07:01 GMT 2024","Sat Aug 10 18:07:01 GMT 2024","62","heatwave","Customer","Profile","","","Profile-No Auth",""
"passed","Sat Aug 10 18:07:01 GMT 2024","Sat Aug 10 18:07:01 GMT 2024","64","heatwave","Customer","Cart","","","Update Cart-Invalid Token",""
"failed","Sat Aug 10 18:07:00 GMT 2024","Sat Aug 10 18:07:00 GMT 2024","80","heatwave","Customer","Auth","","","SignUp-Invalid inputs",""
"passed","Sat Aug 10 18:07:02 GMT 2024","Sat Aug 10 18:07:02 GMT 2024","75","heatwave","Customer","Orders","","","Initiate order",""
"failed","Sat Aug 10 18:07:03 GMT 2024","Sat Aug 10 18:07:03 GMT 2024","73","heatwave","Customer","Orders","","","Orders-Invalid Token",""
"passed","Sat Aug 10 18:06:56 GMT 2024","Sat Aug 10 18:06:56 GMT 2024","99","heatwave","Admin","Auth","","","SignUp-Empty fields",""
"passed","Sat Aug 10 18:07:02 GMT 2024","Sat Aug 10 18:07:03 GMT 2024","62","heatwave","Customer","Orders","","","Orders-Expired Token",""
"passed","Sat Aug 10 18:07:00 GMT 2024","Sat Aug 10 18:07:00 GMT 2024","81","heatwave","Customer","Auth","","","SignUp-Invalid phone no",""
"failed","Sat Aug 10 18:07:02 GMT 2024","Sat Aug 10 18:07:02 GMT 2024","70","heatwave","Customer","Cart","","","Update Cart-Empty field",""
"passed","Sat Aug 10 18:06:59 GMT 2024","Sat Aug 10 18:06:59 GMT 2024","203","heatwave","Customer","Auth","","","SignUp-EmptyFields",""
"passed","Sat Aug 10 18:06:57 GMT 2024","Sat Aug 10 18:06:57 GMT 2024","72","heatwave","Admin","Collections","","","Collections-No Auth",""
"passed","Sat Aug 10 18:07:02 GMT 2024","Sat Aug 10 18:07:02 GMT 2024","59","heatwave","Customer","Orders","","","Verify Order/Create Order",""
"passed","Sat Aug 10 18:06:59 GMT 2024","Sat Aug 10 18:06:59 GMT 2024","71","heatwave","Admin","Utilities","","","Delivery Area-Invalid token",""
"failed","Sat Aug 10 18:07:01 GMT 2024","Sat Aug 10 18:07:01 GMT 2024","65","heatwave","Customer","Profile","","","Profile",""
"passed","Sat Aug 10 18:07:01 GMT 2024","Sat Aug 10 18:07:01 GMT 2024","63","heatwave","Customer","Auth","","","Login-Empty Password field",""
"passed","Sat Aug 10 18:06:56 GMT 2024","Sat Aug 10 18:06:56 GMT 2024","49","heatwave","Admin","Auth","","","SignUp-Existing email",""
"broken","Sat Aug 10 18:06:56 GMT 2024","Sat Aug 10 18:06:56 GMT 2024","28","heatwave","Admin","Auth","","","SignUp-Invalid Phone no",""
"failed","Sat Aug 10 18:07:01 GMT 2024","Sat Aug 10 18:07:01 GMT 2024","66","heatwave","Customer","Cart","","","Update Cart",""
"passed","Sat Aug 10 18:06:55 GMT 2024","Sat Aug 10 18:06:56 GMT 2024","490","heatwave","Admin","Auth","","","SignUp",""
"passed","Sat Aug 10 18:06:57 GMT 2024","Sat Aug 10 18:06:57 GMT 2024","76","heatwave","Admin","Collections","","","Collections-Invalid Token",""
"passed","Sat Aug 10 18:06:56 GMT 2024","Sat Aug 10 18:06:56 GMT 2024","106","heatwave","Admin","Auth","","","SignUp-weak password",""
"passed","Sat Aug 10 18:07:02 GMT 2024","Sat Aug 10 18:07:02 GMT 2024","64","heatwave","Customer","Cart","","","Cart Item By Id",""
"failed","Sat Aug 10 18:06:59 GMT 2024","Sat Aug 10 18:06:59 GMT 2024","64","heatwave","Admin","Utilities","","","Delivery Area-Expired token",""
"failed","Sat Aug 10 18:06:58 GMT 2024","Sat Aug 10 18:06:58 GMT 2024","64","heatwave","Admin","Utilities","","","Delivery Locations",""
"failed","Sat Aug 10 18:06:58 GMT 2024","Sat Aug 10 18:06:58 GMT 2024","69","heatwave","Admin","Categories","","","Categories-Empty fields",""
"passed","Sat Aug 10 18:06:57 GMT 2024","Sat Aug 10 18:06:57 GMT 2024","79","heatwave","Admin","Collections","","","Collections-No Auth",""
"passed","Sat Aug 10 18:06:58 GMT 2024","Sat Aug 10 18:06:59 GMT 2024","66","heatwave","Admin","Utilities","","","Delivery Locations-Invalid Token",""
"failed","Sat Aug 10 18:06:59 GMT 2024","Sat Aug 10 18:06:59 GMT 2024","68","heatwave","Admin","Utilities","","","Delivery Area",""
"failed","Sat Aug 10 18:06:58 GMT 2024","Sat Aug 10 18:06:58 GMT 2024","66","heatwave","Admin","Utilities","","","States and LGA",""
"passed","Sat Aug 10 18:06:57 GMT 2024","Sat Aug 10 18:06:57 GMT 2024","81","heatwave","Admin","Auth","","","Login-Invalid Email",""
"passed","Sat Aug 10 18:06:58 GMT 2024","Sat Aug 10 18:06:58 GMT 2024","73","heatwave","Admin","Categories","","","Categories-Invalid Token",""
"failed","Sat Aug 10 18:07:02 GMT 2024","Sat Aug 10 18:07:02 GMT 2024","66","heatwave","Customer","Orders","","","Orders",""
