"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Aug 10 18:03:27 GMT 2024","Sat Aug 10 18:03:27 GMT 2024","66","heatwave","Admin","Categories","","","Categories-Empty fields",""
"passed","Sat Aug 10 18:03:26 GMT 2024","Sat Aug 10 18:03:26 GMT 2024","64","heatwave","Admin","Auth","","","Login-Empty email field",""
"passed","Sat Aug 10 18:03:31 GMT 2024","Sat Aug 10 18:03:31 GMT 2024","111","heatwave","Customer","Orders","","","Orders-No Auth",""
"passed","Sat Aug 10 18:03:30 GMT 2024","Sat Aug 10 18:03:30 GMT 2024","62","heatwave","Customer","Cart","","","Update Cart-Empty ID",""
"passed","Sat Aug 10 18:03:29 GMT 2024","Sat Aug 10 18:03:29 GMT 2024","79","heatwave","Customer","Auth","","","SignUp-Weak Password",""
"failed","Sat Aug 10 18:03:28 GMT 2024","Sat Aug 10 18:03:28 GMT 2024","66","heatwave","Admin","Utilities","","","Delivery Area-Expired token",""
"passed","Sat Aug 10 18:03:26 GMT 2024","Sat Aug 10 18:03:26 GMT 2024","39","heatwave","Admin","Auth","","","Login-Empty password field",""
"failed","Sat Aug 10 18:03:30 GMT 2024","Sat Aug 10 18:03:30 GMT 2024","67","heatwave","Customer","Cart","","","Update Cart",""
"passed","Sat Aug 10 18:03:31 GMT 2024","Sat Aug 10 18:03:31 GMT 2024","59","heatwave","Customer","Cart","","","Cart Item By Id",""
"passed","Sat Aug 10 18:03:25 GMT 2024","Sat Aug 10 18:03:25 GMT 2024","88","heatwave","Admin","Auth","","","SignUp-Existing Phone no",""
"passed","Sat Aug 10 18:03:31 GMT 2024","Sat Aug 10 18:03:31 GMT 2024","66","heatwave","Customer","Orders","","","Orders-Invalid Token",""
"passed","Sat Aug 10 18:03:31 GMT 2024","Sat Aug 10 18:03:31 GMT 2024","59","heatwave","Customer","Orders","","","Verify Order/Create Order",""
"failed","Sat Aug 10 18:03:27 GMT 2024","Sat Aug 10 18:03:27 GMT 2024","70","heatwave","Admin","Utilities","","","States and LGA",""
"passed","Sat Aug 10 18:03:26 GMT 2024","Sat Aug 10 18:03:27 GMT 2024","79","heatwave","Admin","Categories","","","Categories-No Auth",""
"passed","Sat Aug 10 18:03:24 GMT 2024","Sat Aug 10 18:03:25 GMT 2024","112","heatwave","Admin","Auth","","","SignUp-Empty fields",""
"passed","Sat Aug 10 18:03:25 GMT 2024","Sat Aug 10 18:03:25 GMT 2024","134","heatwave","Admin","Auth","","","SignUp-weak password",""
"failed","Sat Aug 10 18:03:26 GMT 2024","Sat Aug 10 18:03:26 GMT 2024","72","heatwave","Admin","Collections","","","Collections-Empty fields",""
"passed","Sat Aug 10 18:03:26 GMT 2024","Sat Aug 10 18:03:26 GMT 2024","80","heatwave","Admin","Collections","","","Collections-Invalid Token",""
"passed","Sat Aug 10 18:03:30 GMT 2024","Sat Aug 10 18:03:30 GMT 2024","61","heatwave","Customer","Auth","","","Login-Empty Password field",""
"passed","Sat Aug 10 18:03:28 GMT 2024","Sat Aug 10 18:03:28 GMT 2024","207","heatwave","Customer","Auth","","","SignUp-EmptyFields",""
"passed","Sat Aug 10 18:03:28 GMT 2024","Sat Aug 10 18:03:28 GMT 2024","204","heatwave","Customer","Auth","","","SignUp-Invalid Email",""
