"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Aug 14 18:02:57 GMT 2024","Wed Aug 14 18:02:57 GMT 2024","68","heatwave","Admin","Collections","","","Collections",""
"failed","Wed Aug 14 18:02:59 GMT 2024","Wed Aug 14 18:02:59 GMT 2024","68","heatwave","Customer","Auth","","","SignUp-Existing Phone no",""
"passed","Wed Aug 14 18:03:01 GMT 2024","Wed Aug 14 18:03:01 GMT 2024","49","heatwave","Customer","Cart","","","Update Cart-Expired Token",""
"passed","Wed Aug 14 18:02:59 GMT 2024","Wed Aug 14 18:02:59 GMT 2024","65","heatwave","Customer","Auth","","","SignUp-Weak Password",""
"passed","Wed Aug 14 18:02:58 GMT 2024","Wed Aug 14 18:02:58 GMT 2024","50","heatwave","Admin","Utilities","","","Delivery Area-Invalid token",""
"passed","Wed Aug 14 18:02:58 GMT 2024","Wed Aug 14 18:02:58 GMT 2024","49","heatwave","Admin","Utilities","","","Delivery Locations-Invalid Token",""
"passed","Wed Aug 14 18:02:57 GMT 2024","Wed Aug 14 18:02:57 GMT 2024","57","heatwave","Admin","Collections","","","Collections-Invalid Token",""
"passed","Wed Aug 14 18:03:01 GMT 2024","Wed Aug 14 18:03:01 GMT 2024","47","heatwave","Customer","Orders","","","Orders-Invalid Token",""
"failed","Wed Aug 14 18:03:01 GMT 2024","Wed Aug 14 18:03:01 GMT 2024","55","heatwave","Customer","Cart","","","Update Cart-Empty field",""
"passed","Wed Aug 14 18:02:57 GMT 2024","Wed Aug 14 18:02:57 GMT 2024","53","heatwave","Admin","Auth > Login","","","Login-Empty email field",""
"passed","Wed Aug 14 18:03:00 GMT 2024","Wed Aug 14 18:03:00 GMT 2024","56","heatwave","Customer","Auth","","","Login-Empty Password field",""
"failed","Wed Aug 14 18:02:59 GMT 2024","Wed Aug 14 18:02:59 GMT 2024","62","heatwave","Customer","Auth","","","SignUp-Invalid inputs",""
"failed","Wed Aug 14 18:02:57 GMT 2024","Wed Aug 14 18:02:57 GMT 2024","131","heatwave","Admin","Categories","","","Categories-Existing category",""
"failed","Wed Aug 14 18:02:58 GMT 2024","Wed Aug 14 18:02:58 GMT 2024","55","heatwave","Admin","Utilities","","","Delivery Locations",""
"passed","Wed Aug 14 18:03:01 GMT 2024","Wed Aug 14 18:03:01 GMT 2024","49","heatwave","Customer","Orders","","","Orders-No Auth",""
"passed","Wed Aug 14 18:02:57 GMT 2024","Wed Aug 14 18:02:57 GMT 2024","113","heatwave","Admin","Categories","","","Categories-No Auth",""
"passed","Wed Aug 14 18:03:01 GMT 2024","Wed Aug 14 18:03:01 GMT 2024","50","heatwave","Customer","Orders","","","Orders-Expired Token",""
"passed","Wed Aug 14 18:03:00 GMT 2024","Wed Aug 14 18:03:00 GMT 2024","60","heatwave","Customer","Auth","","","Login-Empty fields",""
"passed","Wed Aug 14 18:02:56 GMT 2024","Wed Aug 14 18:02:56 GMT 2024","35","heatwave","Admin","Auth > Signup","","","SignUp-Existing email",""
"failed","Wed Aug 14 18:02:58 GMT 2024","Wed Aug 14 18:02:58 GMT 2024","69","heatwave","Admin","Utilities","","","Delivery Area",""
"broken","Wed Aug 14 18:02:56 GMT 2024","Wed Aug 14 18:02:56 GMT 2024","28","heatwave","Admin","Auth > Signup","","","SignUp-Invalid Phone no",""
"failed","Wed Aug 14 18:02:58 GMT 2024","Wed Aug 14 18:02:58 GMT 2024","61","heatwave","Admin","Utilities","","","States and LGA",""
"passed","Wed Aug 14 18:02:57 GMT 2024","Wed Aug 14 18:02:57 GMT 2024","62","heatwave","Admin","Collections","","","Collections-Invalid Token",""
"passed","Wed Aug 14 18:02:56 GMT 2024","Wed Aug 14 18:02:56 GMT 2024","65","heatwave","Admin","Auth > Login","","","Login-Invalid Email",""
