"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Aug 24 06:39:44 GMT 2024","Sat Aug 24 06:39:44 GMT 2024","72","heatwave","Admin","Categories","","","Categories",""
"passed","Sat Aug 24 06:39:46 GMT 2024","Sat Aug 24 06:39:47 GMT 2024","185","heatwave","Customer","Auth > Log in","","","Login",""
"passed","Sat Aug 24 06:39:45 GMT 2024","Sat Aug 24 06:39:45 GMT 2024","127","heatwave","Admin","Utilities","","","Delivery Area-No Auth",""
"failed","Sat Aug 24 06:39:47 GMT 2024","Sat Aug 24 06:39:48 GMT 2024","66","heatwave","Customer","Cart","","","Update Cart",""
"failed","Sat Aug 24 06:39:45 GMT 2024","Sat Aug 24 06:39:45 GMT 2024","66","heatwave","Admin","Utilities","","","Delivery Locations",""
"passed","Sat Aug 24 06:39:43 GMT 2024","Sat Aug 24 06:39:43 GMT 2024","105","heatwave","Admin","Auth > Login","","","Login-Invalid Email",""
"passed","Sat Aug 24 06:39:48 GMT 2024","Sat Aug 24 06:39:48 GMT 2024","62","heatwave","Customer","Orders","","","Verify Order/Create Order",""
"failed","Sat Aug 24 06:39:48 GMT 2024","Sat Aug 24 06:39:48 GMT 2024","70","heatwave","Customer","Cart","","","Update Cart-Empty field",""
"broken","Sat Aug 24 06:39:42 GMT 2024","Sat Aug 24 06:39:42 GMT 2024","36","heatwave","Admin","Auth > Signup","","","SignUp-Invalid Phone no",""
"passed","Sat Aug 24 06:39:47 GMT 2024","Sat Aug 24 06:39:47 GMT 2024","66","heatwave","Customer","Auth > Log in","","","Login-Empty Password field",""
"passed","Sat Aug 24 06:39:47 GMT 2024","Sat Aug 24 06:39:47 GMT 2024","69","heatwave","Customer","Auth > Log in","","","Login-Empty fields",""
"passed","Sat Aug 24 06:39:45 GMT 2024","Sat Aug 24 06:39:45 GMT 2024","109","heatwave","Admin","Utilities","","","Delivery Locations-Invalid Token",""
"passed","Sat Aug 24 06:39:46 GMT 2024","Sat Aug 24 06:39:46 GMT 2024","79","heatwave","Customer","Auth > Sign Up","","","SignUp-Invalid phone no",""
"passed","Sat Aug 24 06:39:49 GMT 2024","Sat Aug 24 06:39:49 GMT 2024","61","heatwave","Customer","Orders","","","Orders-No Auth",""
"failed","Sat Aug 24 06:39:44 GMT 2024","Sat Aug 24 06:39:44 GMT 2024","76","heatwave","Admin","Categories","","","Categories-Empty fields",""
"failed","Sat Aug 24 06:39:49 GMT 2024","Sat Aug 24 06:39:49 GMT 2024","67","heatwave","Customer","Orders","","","Orders-Invalid Token",""
