"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Aug 10 18:32:12 GMT 2024","Sat Aug 10 18:32:12 GMT 2024","66","heatwave","Customer","Auth","","","SignUp-Invalid inputs",""
"failed","Sat Aug 10 18:32:11 GMT 2024","Sat Aug 10 18:32:11 GMT 2024","51","heatwave","Admin","Utilities","","","Delivery Area",""
"failed","Sat Aug 10 18:32:09 GMT 2024","Sat Aug 10 18:32:09 GMT 2024","67","heatwave","Admin","Collections","","","Collections",""
"passed","Sat Aug 10 18:32:10 GMT 2024","Sat Aug 10 18:32:10 GMT 2024","58","heatwave","Admin","Collections","","","Collections-Invalid Token",""
"passed","Sat Aug 10 18:32:14 GMT 2024","Sat Aug 10 18:32:14 GMT 2024","42","heatwave","Customer","Orders","","","Orders-Invalid Token",""
"passed","Sat Aug 10 18:32:10 GMT 2024","Sat Aug 10 18:32:10 GMT 2024","53","heatwave","Admin","Collections","","","Collections-No Auth",""
"passed","Sat Aug 10 18:32:11 GMT 2024","Sat Aug 10 18:32:12 GMT 2024","210","heatwave","Customer","Auth","","","SignUp-Invalid Email",""
"passed","Sat Aug 10 18:32:11 GMT 2024","Sat Aug 10 18:32:11 GMT 2024","194","heatwave","Customer","Auth","","","SignUp",""
"passed","Sat Aug 10 18:32:14 GMT 2024","Sat Aug 10 18:32:14 GMT 2024","40","heatwave","Customer","Orders","","","Initiate order",""
"passed","Sat Aug 10 18:32:10 GMT 2024","Sat Aug 10 18:32:10 GMT 2024","55","heatwave","Admin","Collections","","","Collections-No Auth",""
"failed","Sat Aug 10 18:32:14 GMT 2024","Sat Aug 10 18:32:14 GMT 2024","45","heatwave","Customer","Orders","","","Orders-Invalid Token",""
"failed","Sat Aug 10 18:32:10 GMT 2024","Sat Aug 10 18:32:10 GMT 2024","100","heatwave","Admin","Categories","","","Categories-Existing category",""
"passed","Sat Aug 10 18:32:14 GMT 2024","Sat Aug 10 18:32:14 GMT 2024","44","heatwave","Customer","Orders","","","Orders-Expired Token",""
"passed","Sat Aug 10 18:32:10 GMT 2024","Sat Aug 10 18:32:10 GMT 2024","51","heatwave","Admin","Collections","","","Collections-Invalid Token",""
"passed","Sat Aug 10 18:32:09 GMT 2024","Sat Aug 10 18:32:09 GMT 2024","38","heatwave","Admin","Auth","","","SignUp-Existing email",""
"passed","Sat Aug 10 18:32:08 GMT 2024","Sat Aug 10 18:32:08 GMT 2024","97","heatwave","Admin","Auth","","","SignUp-Empty fields",""
"passed","Sat Aug 10 18:32:10 GMT 2024","Sat Aug 10 18:32:11 GMT 2024","49","heatwave","Admin","Utilities","","","States and LGA-No Auth",""
"passed","Sat Aug 10 18:32:14 GMT 2024","Sat Aug 10 18:32:14 GMT 2024","43","heatwave","Customer","Orders","","","Orders-Expired Token",""
