"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Aug 14 17:59:52 GMT 2024","Wed Aug 14 17:59:52 GMT 2024","42","heatwave","Customer","Orders","","","Orders-Invalid Token",""
"passed","Wed Aug 14 17:59:49 GMT 2024","Wed Aug 14 17:59:50 GMT 2024","191","heatwave","Customer","Auth","","","SignUp",""
"passed","Wed Aug 14 17:59:48 GMT 2024","Wed Aug 14 17:59:48 GMT 2024","49","heatwave","Admin","Collections","","","Collections-Invalid Token",""
"passed","Wed Aug 14 17:59:47 GMT 2024","Wed Aug 14 17:59:47 GMT 2024","74","heatwave","Admin","Auth > Signup","","","SignUp-weak password",""
"passed","Wed Aug 14 17:59:49 GMT 2024","Wed Aug 14 17:59:49 GMT 2024","47","heatwave","Admin","Utilities","","","States and LGA-No Auth",""
"failed","Wed Aug 14 17:59:48 GMT 2024","Wed Aug 14 17:59:48 GMT 2024","69","heatwave","Admin","Collections","","","Collections",""
"passed","Wed Aug 14 17:59:51 GMT 2024","Wed Aug 14 17:59:51 GMT 2024","47","heatwave","Customer","Profile","","","Profile-No Auth",""
"passed","Wed Aug 14 17:59:51 GMT 2024","Wed Aug 14 17:59:51 GMT 2024","54","heatwave","Customer","Auth","","","Login-Empty Password field",""
"failed","Wed Aug 14 17:59:49 GMT 2024","Wed Aug 14 17:59:49 GMT 2024","71","heatwave","Admin","Utilities","","","States and LGA-Invalid Token Permission",""
"passed","Wed Aug 14 17:59:49 GMT 2024","Wed Aug 14 17:59:49 GMT 2024","53","heatwave","Admin","Categories","","","Categories-No Auth",""
"failed","Wed Aug 14 17:59:49 GMT 2024","Wed Aug 14 17:59:49 GMT 2024","50","heatwave","Admin","Utilities","","","States and LGA",""
"passed","Wed Aug 14 17:59:51 GMT 2024","Wed Aug 14 17:59:51 GMT 2024","48","heatwave","Customer","Cart","","","Update Cart-Expired Token",""
"passed","Wed Aug 14 17:59:46 GMT 2024","Wed Aug 14 17:59:47 GMT 2024","392","heatwave","Admin","Auth > Signup","","","SignUp",""
"failed","Wed Aug 14 17:59:51 GMT 2024","Wed Aug 14 17:59:51 GMT 2024","54","heatwave","Customer","Profile","","","Profile",""
"passed","Wed Aug 14 17:59:47 GMT 2024","Wed Aug 14 17:59:47 GMT 2024","183","heatwave","Admin","Auth > Login","","","Login",""
