"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 24 07:34:48 GMT 2024","Sat Aug 24 07:34:48 GMT 2024","44","heatwave","Customer","Orders","","","Orders-Expired Token",""
"failed","Sat Aug 24 07:34:46 GMT 2024","Sat Aug 24 07:34:46 GMT 2024","62","heatwave","Customer","Auth > Sign Up","","","SignUp-Existing Phone no",""
"passed","Sat Aug 24 07:34:47 GMT 2024","Sat Aug 24 07:34:47 GMT 2024","49","heatwave","Customer","Profile","","","Profile-No Auth",""
"failed","Sat Aug 24 07:34:42 GMT 2024","Sat Aug 24 07:34:42 GMT 2024","199","heatwave","Admin","Auth > Signup","","","SignUp-Invalid Email",""
"failed","Sat Aug 24 07:34:47 GMT 2024","Sat Aug 24 07:34:48 GMT 2024","54","heatwave","Customer","Orders","","","Orders",""
"passed","Sat Aug 24 07:34:47 GMT 2024","Sat Aug 24 07:34:47 GMT 2024","41","heatwave","Customer","Orders","","","Verify Order/Create Order",""
"passed","Sat Aug 24 07:34:44 GMT 2024","Sat Aug 24 07:34:44 GMT 2024","44","heatwave","Admin","Categories","","","Categories-Invalid Token",""
"passed","Sat Aug 24 07:34:46 GMT 2024","Sat Aug 24 07:34:47 GMT 2024","164","heatwave","Customer","Auth > Log in","","","Login-Empty Email field",""
"passed","Sat Aug 24 07:34:42 GMT 2024","Sat Aug 24 07:34:42 GMT 2024","336","heatwave","Admin","Auth > Signup","","","SignUp",""
"failed","Sat Aug 24 07:34:44 GMT 2024","Sat Aug 24 07:34:44 GMT 2024","73","heatwave","Admin","Categories","","","Categories-Empty fields",""
"passed","Sat Aug 24 07:34:47 GMT 2024","Sat Aug 24 07:34:47 GMT 2024","39","heatwave","Customer","Cart","","","Cart",""
"passed","Sat Aug 24 07:34:43 GMT 2024","Sat Aug 24 07:34:43 GMT 2024","86","heatwave","Admin","Auth > Login","","","Login-Invalid Email",""
"passed","Sat Aug 24 07:34:43 GMT 2024","Sat Aug 24 07:34:43 GMT 2024","160","heatwave","Admin","Auth > Login","","","Login-incorrect password",""
"passed","Sat Aug 24 07:34:47 GMT 2024","Sat Aug 24 07:34:47 GMT 2024","46","heatwave","Customer","Cart","","","Update Cart-Expired Token",""
