"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 24 07:37:53 GMT 2024","Sat Aug 24 07:37:53 GMT 2024","113","heatwave","Admin","Utilities","","","Delivery Area-No Auth",""
"failed","Sat Aug 24 07:37:58 GMT 2024","Sat Aug 24 07:37:58 GMT 2024","105","heatwave","Customer","Orders","","","Orders by ID",""
"passed","Sat Aug 24 07:37:49 GMT 2024","Sat Aug 24 07:37:49 GMT 2024","127","heatwave","Admin","Auth > Signup","","","SignUp-weak password",""
"passed","Sat Aug 24 07:37:54 GMT 2024","Sat Aug 24 07:37:55 GMT 2024","124","heatwave","Customer","Auth > Sign Up","","","SignUp-Existing email",""
"broken","Sat Aug 24 07:37:53 GMT 2024","Sat Aug 24 07:37:53 GMT 2024","17","heatwave","Admin","Product","","","Create Product",""
"passed","Sat Aug 24 07:37:55 GMT 2024","Sat Aug 24 07:37:56 GMT 2024","112","heatwave","Customer","Auth > Log in","","","Login-Empty Password field",""
"passed","Sat Aug 24 07:37:58 GMT 2024","Sat Aug 24 07:37:58 GMT 2024","104","heatwave","Customer","Orders","","","Orders-Expired Token",""
"passed","Sat Aug 24 07:37:56 GMT 2024","Sat Aug 24 07:37:56 GMT 2024","108","heatwave","Customer","Profile","","","Profile-Expired Token",""
"passed","Sat Aug 24 07:37:53 GMT 2024","Sat Aug 24 07:37:53 GMT 2024","111","heatwave","Admin","Utilities","","","Delivery Area-Invalid token",""
"failed","Sat Aug 24 07:37:52 GMT 2024","Sat Aug 24 07:37:52 GMT 2024","109","heatwave","Admin","Utilities","","","States and LGA-Invalid Token Permission",""
"passed","Sat Aug 24 07:37:53 GMT 2024","Sat Aug 24 07:37:54 GMT 2024","237","heatwave","Customer","Auth > Sign Up","","","SignUp",""
"passed","Sat Aug 24 07:37:52 GMT 2024","Sat Aug 24 07:37:52 GMT 2024","111","heatwave","Admin","Utilities","","","States and LGA-Invalid Token",""
"passed","Sat Aug 24 07:37:57 GMT 2024","Sat Aug 24 07:37:57 GMT 2024","115","heatwave","Customer","Orders","","","Initiate order",""
"failed","Sat Aug 24 07:37:50 GMT 2024","Sat Aug 24 07:37:50 GMT 2024","126","heatwave","Admin","Collections","","","Collections-Empty fields",""
"broken","Sat Aug 24 07:37:49 GMT 2024","Sat Aug 24 07:37:49 GMT 2024","30","heatwave","Admin","Auth > Signup","","","SignUp-Invalid Phone no",""
"passed","Sat Aug 24 07:37:58 GMT 2024","Sat Aug 24 07:37:58 GMT 2024","115","heatwave","Customer","Orders","","","Orders-Expired Token",""
"passed","Sat Aug 24 07:37:56 GMT 2024","Sat Aug 24 07:37:56 GMT 2024","116","heatwave","Customer","Profile","","","Profile",""
"passed","Sat Aug 24 07:37:50 GMT 2024","Sat Aug 24 07:37:50 GMT 2024","28","heatwave","Admin","Auth > Login","","","Login-Empty password field",""
"passed","Sat Aug 24 07:37:55 GMT 2024","Sat Aug 24 07:37:55 GMT 2024","224","heatwave","Customer","Auth > Log in","","","Login-Incorrect password",""
"passed","Sat Aug 24 07:37:52 GMT 2024","Sat Aug 24 07:37:52 GMT 2024","121","heatwave","Admin","Categories","","","Categories",""
"passed","Sat Aug 24 07:37:49 GMT 2024","Sat Aug 24 07:37:49 GMT 2024","44","heatwave","Admin","Auth > Signup","","","SignUp-Existing email",""
"passed","Sat Aug 24 07:37:56 GMT 2024","Sat Aug 24 07:37:56 GMT 2024","111","heatwave","Customer","Profile","","","Profile-No Auth",""
"failed","Sat Aug 24 07:37:56 GMT 2024","Sat Aug 24 07:37:56 GMT 2024","114","heatwave","Customer","Cart","","","Update Cart",""
"failed","Sat Aug 24 07:37:52 GMT 2024","Sat Aug 24 07:37:53 GMT 2024","110","heatwave","Admin","Utilities","","","Delivery Locations-Expired token",""
"failed","Sat Aug 24 07:37:55 GMT 2024","Sat Aug 24 07:37:55 GMT 2024","120","heatwave","Customer","Auth > Sign Up","","","SignUp-Existing Phone no",""
"passed","Sat Aug 24 07:37:56 GMT 2024","Sat Aug 24 07:37:56 GMT 2024","111","heatwave","Customer","Auth > Log in","","","Login-Empty Email field",""
"passed","Sat Aug 24 07:37:57 GMT 2024","Sat Aug 24 07:37:57 GMT 2024","96","heatwave","Customer","Cart","","","Cart",""
"passed","Sat Aug 24 07:37:55 GMT 2024","Sat Aug 24 07:37:55 GMT 2024","109","heatwave","Customer","Auth > Log in","","","Login-Empty fields",""
"passed","Sat Aug 24 07:37:51 GMT 2024","Sat Aug 24 07:37:51 GMT 2024","129","heatwave","Admin","Collections","","","Collections",""
"passed","Sat Aug 24 07:37:52 GMT 2024","Sat Aug 24 07:37:52 GMT 2024","109","heatwave","Admin","Utilities","","","States and LGA-No Auth",""
"failed","Sat Aug 24 07:37:57 GMT 2024","Sat Aug 24 07:37:57 GMT 2024","254","heatwave","Customer","Cart","","","Update Cart-Empty field",""
"passed","Sat Aug 24 07:37:54 GMT 2024","Sat Aug 24 07:37:54 GMT 2024","242","heatwave","Customer","Auth > Sign Up","","","SignUp-EmptyFields",""
"passed","Sat Aug 24 07:37:50 GMT 2024","Sat Aug 24 07:37:51 GMT 2024","125","heatwave","Admin","Collections","","","Collections-Invalid Token",""
"failed","Sat Aug 24 07:37:58 GMT 2024","Sat Aug 24 07:37:58 GMT 2024","106","heatwave","Customer","Orders","","","Orders-Invalid Token",""
"failed","Sat Aug 24 07:37:54 GMT 2024","Sat Aug 24 07:37:54 GMT 2024","125","heatwave","Customer","Auth > Sign Up","","","SignUp-Invalid inputs",""
"failed","Sat Aug 24 07:37:50 GMT 2024","Sat Aug 24 07:37:50 GMT 2024","144","heatwave","Admin","Collections","","","Collections",""
"failed","Sat Aug 24 07:37:51 GMT 2024","Sat Aug 24 07:37:51 GMT 2024","126","heatwave","Admin","Categories","","","Categories-Empty fields",""
"passed","Sat Aug 24 07:37:50 GMT 2024","Sat Aug 24 07:37:50 GMT 2024","114","heatwave","Admin","Collections","","","Collections-No Auth",""
"failed","Sat Aug 24 07:37:48 GMT 2024","Sat Aug 24 07:37:49 GMT 2024","257","heatwave","Admin","Auth > Signup","","","SignUp-Invalid Email",""
"passed","Sat Aug 24 07:37:50 GMT 2024","Sat Aug 24 07:37:50 GMT 2024","118","heatwave","Admin","Auth > Login","","","Login-Invalid Email",""
"passed","Sat Aug 24 07:37:57 GMT 2024","Sat Aug 24 07:37:57 GMT 2024","101","heatwave","Customer","Orders","","","Verify Order/Create Order",""
"passed","Sat Aug 24 07:37:56 GMT 2024","Sat Aug 24 07:37:56 GMT 2024","152","heatwave","Customer","Cart","","","Update Cart-Expired Token",""
"passed","Sat Aug 24 07:37:57 GMT 2024","Sat Aug 24 07:37:57 GMT 2024","116","heatwave","Customer","Cart","","","Update Cart-Empty ID",""
"failed","Sat Aug 24 07:37:53 GMT 2024","Sat Aug 24 07:37:53 GMT 2024","109","heatwave","Admin","Utilities","","","Delivery Area-Expired token",""
"passed","Sat Aug 24 07:37:55 GMT 2024","Sat Aug 24 07:37:55 GMT 2024","219","heatwave","Customer","Auth > Log in","","","Login-Invalid Email",""
